"review_id","date","review","score"
3802,8-Mar-16,Favorite music app! I always listen to this app.,1
9467,21-Aug-15,AAAA++++,1
10709,1-May-13,Love this !!! Variaty of music to listen to . Listen to it where ever you are on your tablet . Has not disappointed me yet . GREAT STATION !!!!!,1
4191,19-May-16,Love the variety of music,1
16959,16-Nov-16,Many mí_sica to listen love it.,1
16214,27-Dec-13,"I subscribed to Pandora to get rid of the ads and allow it to stay on longer. I was hoping it would let you program in some of your own favorite elements - I knew it wouldn't take a play list, which is fine - but it works about the same as the free station as far as what songs come up. Since I work at my computer, I am right there to like or dislike selections, so with diligence I can get a station to play a very specific sound. I believe with my subscription I also get to click on the likes/dislikes more times per hour. I would recommend the subscription to anyone who uses Pandora a lot and can take the time to ""design"" a station.",1
7174,9-Oct-15,I love this Radio station.,1
18728,12-Sep-14,I love Pandora it keeps me connected to the music of my era.,1
3493,6-Jun-16,It's a great music source for free!,1
3595,7-Sep-15,"I enjoy listening to gospel music on Pandora, with ease of access to my laptop, phone or car!",1
17150,9-Oct-15,Pandora is Great! I love all the variety of music it has.,1
356,20-Aug-15,More and more commercials. Put on ambient music for my infant and the commercial came on and startled him because of how abruptly loud it was. How annoying. I used to love this application,0
19641,19-Dec-12,I love Pandora. It makes great musical choices for me. I play it in my classroom whenever we have study time. It is nice not to have commercials.,1
1475,18-Mar-16,"I understand developers want money. It's business. What I want is some reasonable privacy when I run an app. I like music. There are FREE apps that do a nice job, some with too many ads but many that certainly don't need my email address or login to operate. Pandora isn't one of these. It might well be a premium music app but in terms of what it wants... it's not for me.
 
 Slick interface that installs smoothly and runs well on my Kindle Fire HD. Fast download took forever to install. Why? TUNE IN is just as effective, annoyingly too many intrusive ads, but free and no login required.",0
12565,22-Jan-15,Just okay,0
9398,30-Apr-14,"I love listening to pandora, in the car at home at the gym , so many different artist to choose from",1
3965,20-Feb-15,Pandora gives a great variety of artist and up to date music commercial free that Any and everyone who enjoys music would love.,1
5723,4-Feb-16,Great selection...Love it!,1
8973,29-Aug-15,Love pandora,1
7079,30-May-15,Limited selection of the music from different countries,0
3924,18-May-15,This app is pretty good but it sometimes kicks me out of the app. Also it let's you listen to the latest music,1
3514,26-Mar-13,It Nice really nice but if your one of those people who are always falling asleep while listening to the music you only have 40 hours or something to listen every month . If you get this just use it for daytime it's much better so you don't have to be worried about your time limit,1
11800,27-Dec-14,Set your music and enjoy.,1
8574,16-Feb-14,Sometimes it won't play the music so I have to skip the song and your only allowed a certain amount of skips within an hour,0
5561,3-Dec-15,On of the best radio station in the USA,1
8284,12-Jan-14,"I love music,its not what all songs say,for me,its the beats,its clear nice to listen to.again its clean,clear music,blessed blessed.",1
14846,21-Jan-14,After one song it stops playing. This is very annoying when I'm doing my hair or anything else were I have to walk away from my kindle. Even after I change my awake time to 15 minutes it still stops after one song until I unlock my kindle. Please get this fixed,0
14627,21-Aug-14,"The periodicity and number of the advertisements are totally annoying and disruptive to listening - it may as well be listed & advertised as a freebie trial version. I've never used a music app that interrupted the continuity of my listening and disrupted my mood as much as Pandora does. Defeats the purpose of using such an app. I would have to buy the ad-free version to have it. There are too many other free apps that substitute and can replace this one. After all the hype, I was totally disappointed.",0
1741,13-Feb-17,"Love, love, LOVE Pandora.",1
6816,27-Jan-16,Love it,1
15608,8-Aug-15,"This was very easy to upload to my Amazon Fire Phone and my Fire 7. Pandora is my favorite music app. No matter what kind of music you like or what mood you are in, you are sure to find music that you love! I love that you can customize your music listening to your liking. I like all kinds of music from James Taylor to Metallica to Bruno Mars and with Pandora, I can set it up to listen to whatever I am feeling that day! I highly recommend this for your music app!",1
12128,26-Dec-12,"Although I have had it only two days. I love it. Still navigating through all the types of music. Fantastic, Thank you for coming up with this",1
9205,1-Jan-15,Too difficult to install on the Kindle fire. I gave up.,0
3248,21-Jan-16,"Didn't care for this app at all. Sorry, but it did not meet my needs.",0
18545,30-May-14,I have only county music but only if worked when u didn't. have wifi only if it would play newer music.,0
13474,4-Nov-14,Don't use.,0
3959,31-May-16,Love this and use it a lot.,1
15578,21-Jun-17,Enjoy the musiv,1
9798,31-Dec-13,"Pandora has a great variety of songs, for all genre. Put there are so many ads it's hard to enjoy a couple of songs.",0
11461,2-Jul-14,I love to be able to hear the music I love. Thank you so much.,1
5701,22-Apr-16,Great.,1
1474,19-Dec-14,"This is the best radio app ever! Great music, you can mix-and-match songs. The only thing is that it does not have the latest songs, a lot of the songs are the older ones but still very good!!!",1
13993,6-Feb-13,Great App it works well with my kindle. I have ysed it continously sence I have loaded it on my Kindle.,1
11403,10-Sep-14,Enjoy the music of different choices to choose from,1
6389,12-Mar-16,greT,1
12338,28-Dec-14,Nice job with app,1
14691,5-May-16,"I love the Pandora app a lot, but it has so many glitches. Like one of them is that it won't let me delete my bookmarks. I tried to delete the app and reinstall it and see if that was the issue but it wasn't, please fix it! But other than that the design of the app is awesomes.",1
4495,11-Jul-16,Love it.,1
7511,7-Mar-13,My friends have used Pandora and love it so I got the app. I've set up two stations and love it. It gives me a perfect mix. Now I need to set it up using good speakers so I can really enjoy.,1
13730,11-Apr-13,A lot of good music to choice from. Love the groups that are listed and that I can pick what I like.,1
17313,14-Dec-15,Love Pandora!,1
4862,8-Jan-15,"I liked last.fm service better, but they pulled the plug a while back. Not as much to offer but it still works great.",1
16634,3-May-17,I absolutely love Pandora! It allows me to hear what I want to hear when I want to hear it without commercials or other interruptions!,1
10547,22-Nov-14,"when it works it is great, it is spotty at best.",0
9880,25-Feb-15,I do love Pandora too. Easy listening.,1
8817,30-Sep-15,Adds...,0
2670,2-Dec-16,Outstanding,1
2126,23-Feb-15,"Pandora is great!! I first started hearing music from Pandora at my friend's house. I'm going to school online (while living in transitional housing), so I listen to Pandora as I work. The music is from years gone by (and from movies I've watched [i.e. Dirty Dancing to name one of them]). The other day I was listening to my music and heard a song that I used to love, but haven't heard for years. It is music that makes you want to dance or just move to the music.",1
7099,25-May-14,Love music and can change genres easily fur and funny enjoyable loving the find your songs or artists beautiful and FUN FUN,1
19706,25-Dec-11,love it. always plays music i like. and turns me on to new artist I may not have heard before,1
6704,27-Dec-12,I was tickled to find out Pandora was one of the free apps on my Kindle. I listen to it at work and now I can listen to it on my Kindle while I am playing on it. It has music for anyone to like. Download it today!,1
11128,8-Nov-12,Pandora has given me greater control over my listening pleasure than any other program I've tried. It allows me to select the music I want in a very simple format.,1
4809,18-Nov-14,"I listen to pandora 24-7 just about. I only watch tv approx. 3 hrs a week the rest is relaxing music, piano man etc while I read.",1
9134,3-Feb-13,"We have Pandora on all of our devices and really like. Hate the ads,but we aren't willing to pay for the subscription so we live with it. Love the easiness of creating stations",1
5125,17-Jan-13,I love the music sound quality and the variety of songs you can find anything your in the mood to listen to. Ilove you can make your own play list.,1
4377,14-Mar-15,Great source of music with variety of my choice. Give opportunity to learn of new artists in genres I already like.,1
16566,24-Mar-17,Love music,1
12473,29-Dec-14,Great for music,1
6909,25-Mar-15,I use it in my teacher center courses between instruction and hands on work. It's great,1
16086,7-Apr-14,"I really did not think it would follow my tastes, as the first artist I entered was lutenist Nigel North. Lovely, I was transported to the world of early music for a full afternoon while I painted from my Kindle. It has nicely followed my next entry, composer Nikolai Korsakov. Not a problem. Another afternoon of Russian romantic music, orchestral. How did I live without this?",1
17716,2-Feb-15,This a really good app for lising to music but you only get a certian amount of skips per hour. But overall it is a good app.,1
5982,27-Oct-15,Just love the selections. Thanks so much,1
15743,23-Jul-14,"Not a bad app, very easy to use and install. I find it allows me to jump from Classic Rock to Top 40 depending on my mood. This was recommended by my daughter, so I was skeptical. Guess what? It's working well with my kindle and Blue tooth headset.",1
5001,29-Mar-16,awesome idea and music,1
3948,18-Jan-13,"Lost my good jazz stations on the radio years ago. Pandora brings it all back. I don't even mind the commercials. After all, I had them on the radio. Didn't I?",1
14650,12-Jul-17,"I don't want to listen to OTHER PEOPLE'S SONG, I want to listen to MY SONG, so please make a urgent update because it's so annoying to listen a song that yoiu don't want to hear or even know about!! Think about that before publishing a music app!!",0
11383,20-Aug-13,"You pick the genre you like, you select the songs and you have your own personal radio station. What more do you need?",1
18640,14-Feb-14,i love this app!!! i think everybody should get it!!! and you can do other things while listening to music! !,1
338,27-Apr-14,"I have Pandora on our home computer, and now to have it ""to go"" on my Kindle is just fantastic! Love the huge selection of music I can pick from!
 
 There is absolutely NOTHING bad to say about Pandora! Everyone should get this, start picking their music, and just ENJOY!!!",1
7114,18-May-13,"Not much to say about this app. A must have on any device. If you love music, this is the one to put on your smart phone your tablet. Rock-on!!
 Any song, any artist is there. Get it!!",1
11259,22-Apr-15,Awesome app,1
8489,28-Dec-13,Been listening to Pandora for well seems like for ages. Love adding stations and customization option. Never found anything to fuss about.,1
5298,30-Apr-16,Great music,1
9867,13-Mar-15,Everyone loves Pandora! Enough said.,1
2124,5-Jul-16,"Love for music on the go, customizable and easy to use.",1
2594,30-Dec-16,Love it!,1
161,3-Jun-16,Great,1
15796,17-Jan-13,I always listen to music thru Pandora and will continue to do so. I would not mind a feature that would let me repeat a song I would like to hear over again.,1
733,22-May-15,Sometimes you just need a radio to play because your stuck on what to listen to. It's a good app I recommend it. Review review review review review review review review review review review,1
14391,2-Jul-14,Love it,1
17168,17-May-15,Great music app.,1
14828,26-Apr-17,"I love Pandora sometimes it plays some of my fav songs and new songs that I like!it even helps me relax or go to sleep!I love Pandora.Creators of Pandora,if you see my comment thank you thank you thank you so so much!I think EVERYONE that loves music should have this ad.also Pandora take out the bad words music.Thx!",1
896,21-Dec-13,"I've been an occasional listener to Pandora. I was recently talking to a friend about her music playing in the background since it was one well placed song after another. She told me it was Pandora and how ridiculously inexpensive it is, $36 a year! I signed up, noticed the advertising gone, but more, since I had put some cash on the line, I wanted to check out my purchase. I have been stunned at the well coordinated genres of music that has been combined on My Own radio station. How do you go so seamlessly from Dixie Chicks, through Norah Jones and Steve Winwood, to Journey, with perfect song selection from each?! Really invigorating! I'm hooked!! Thank you Pandora! What a concept so well fulfilled!",1
508,24-Aug-17,I got the upgrade was charged for it and still got are you listening,0
1194,15-Aug-15,"Nothing is perfect but Pandora comes real close. Been with them quite awhile and only complaint is they tend to cut off long jams, not good programmers!",1
4088,23-Nov-15,Love it. Great music. I can customize and listen to it any time :),1
12733,9-Aug-13,"It gives me all the music I want, and when I want it. Pandora is an excellent choice for free music.",1
817,25-Oct-15,"Pandora offers a way to individualize songs you enjoy listening to while on the computer, phone, or tablet. It's easy to set up and use but I think Amazon Prime offers a better product; one reason being that they offer entire albums as well as individual songs to Prime members. You can't beat Amazon Prime!",0
10453,28-Dec-14,Just a tease to get you to buy the product,0
1112,27-Dec-14,"Downloaded this to my Kindle Fire HDX so we could have some back ground holiday music when we were having Xmas morning breakfast. Worked well, easy to find some Holiday Music Channels....what can I say.",1
7759,3-May-13,"This is a well organized music format that I like to play. It will store my stations and it has never failed to play what I like to hear, but if it did, I could delete it. Good job.",1
17160,6-Dec-12,You should have pandora on all of your devices. You never know when you will feel like certain tunes. I love listening to holiday music to get in the Christmas spirit and I love listening to spa music to relax. love variety.,1
14186,19-Jul-14,Love Pandora!,1
357,25-Nov-14,"The only negative thing, to me, about this app is that I don't get exactly what song I want, but I don't mind it! It makes think about new music! I love it so much! I would recommend this app to all people who love music and like to break molds!",1
17984,15-Feb-16,This app worked on my old Kindle but there is no volume on my new one,0
4907,29-Dec-13,"I can play songs according to my mood. For example, I have songs to fold clothes by, read a book by, paint a picture by. I can learn more about the artists I like with the biograhpy info.",1
16528,26-Apr-17,Love the app. Play it for my grandson's nap time.,1
10345,10-Sep-13,If you love music this is a must have app. It is available for all streaming devices. Can think of what I would do without it.,1
10095,11-Sep-14,Pandora is a must have for music lovers. Advertisments are minimal.,1
10783,25-Aug-14,"I love music, so Pandora keeps me in a good mood all the time.",1
12418,28-Dec-14,Too complicated.,0
9168,28-Apr-14,"There's really not much to say here. It's exactly the same Pandora as on the web, as far as I can tell.",0
4803,20-Apr-15,"I have just down'd Pandora and so far it is a fantastic App. It finds other music LIKE the song I pick and allows me to build what is called a Radio Station. Pandora suggests an artist or song and you can reject it or add it to your station. Once Pandora knows what you like it will play songs from that artist, or era, (80's rock). I think it does even more but as I mention I just acquired the app. Also it's free with small pop-up ads, or you can pay and then no ads at all. I really like it!",1
7733,28-Apr-14,ease to set and play your favorite music clear sound and music for every one .with no cost to the user .it is wanderfull,1
16813,20-Feb-15,I love this app. The music sounds great. It is very easy to use. I would highly recommend this app.,1
14500,14-Nov-16,"I don't know if anyone else has noticed this, but I sometimes hear the same songs over and over again - in the same order. It's getting a little aggravating, because even though I like those songs, I don't want to hear the same ones in the same order every time I listen to a station. I've only noticed it happening on the Pop Rock radio I have, thankfully. Pandora often offers me a new song when I first click on the station, but it's usually a song I don't like (and I'm not holding that against them, of course). So I'll put a thumbs down. But then I get the same songs all over again. It's quite frustrating.",0
5098,18-Oct-15,Love this site. Has a song for everybody and easy to use.,1
19114,15-Oct-11,My wife and I both have this app on our phones and our tablet. Best music app ever. Can create stations for us or the kids. Use often in the car with our blue-tooth stereo.,1
16078,25-Oct-16,after listening to a few songs every channel says it's unavailable. so I only get to listen to music for about ten minutes. same for phones and kindle fire hdx,0
11267,20-Feb-15,Always loved Pandora...,1
11962,18-Jan-14,I love this app because i can listen to music that i love and on the go when im bored,1
16651,17-Oct-14,"This is an awesome radio station that is free!!! It loads really smoothly on my kindle and I love how u can read,play other apps etc. While listening to your music. I know u can't exactly choose the song u want to listen to but it helps for me to discover other music that I might like. U can also skip a songs if u don't like the one playing.",1
304,16-Mar-17,_ôÍ__ôÍ__ôÍ__ôÍ__ôÍ__ôÍ__ôÍ__ôÍ__ôÍ__ôÍ__ôÍ__ôÍ__ôÍ__ôÍ__ôÍ__ôÍ__ôÍ__ôÍ_,0
5678,27-Jul-14,This is a very good radio station with one o f the best and biggest choices of music. I enjoy it a lot and welcome it as a good choice.,1
732,1-Sep-16,Pick a song or band and its an endless stream of similar. Best streaming music app.,1
12875,4-Jan-15,Love it.,1
813,6-Sep-17,Love pandora. Great music!,1
8574,16-Feb-14,Sometimes it won't play the music so I have to skip the song and your only allowed a certain amount of skips within an hour,0
15303,1-Sep-14,Love all the fun old songs!,1
15228,6-Apr-13,"Its an awesome app! You just listen to one or two of your favorite songs and, it does the rest BEST!",1
9691,9-Jan-13,"Is there some way to delete a station once chosen? After creating a station and listening to it I no longer want it on my screen as an option.
 
 Thank you,
 
 Paul Feldman",0
6778,2-Aug-14,"Immediate download. Great music, no matter what you are in the mood for! This will save me tons on music downloads!",1
15339,10-Sep-14,Love it,1
14309,11-Nov-12,"Good source of music I like and easy to use on my portable device, could be a good tool if stay connected",1
3072,1-Dec-13,This app. is great. You can listen to the music that you like and it will match other songs like it. Leaving you with your own type of radio station. You can like the song or dislike it it's just that simple. What more can you say.,1
10791,8-Oct-13,I had no problems. It worked great. No hitch and no glitches. It did what it was supposed to do and it did it great.,1
18923,29-Oct-17,Excellent,1
19764,26-Oct-11,"I like Pandora more than Slacker, but Pandora has no ""never play this artist"" feature. So when Brittany Spears comes on, I have to thumbs down her one song versus her entire career.",1
18,22-Jan-17,I can change ambiance with a click to shuffle -- change mood at a click of a button. Love it!,1
17261,10-Jan-14,I enjoy using Pandora and I encourage everyone to down load this for free app for the inter net ENJOY!,1
3741,31-May-16,Music & Comedy - very enjoyable,1
6577,28-Jun-14,Listen to it every day. Great product and surprised it is free. A MUST for everyone. Much better that radio & less commercials.,1
3552,6-Jan-15,"Love it. At Christmas time I had it on all types of music, from country to traditional. Very nice. It's like it knows what I want to listen to.",1
12436,1-Jan-15,Love Pandora! !,1
17056,25-May-17,Awesome,1
786,9-Jul-15,"Easy format to use. Just hate that it times out on me or if I get texted, anything with a sound notificationcall it stops. I do not pay for the service I don't mind comercials.",1
19433,16-Jul-12,I can listen to any music I want to and its free any song you want look it up and add it to your library,1
10602,4-Jul-15,Great,1
1823,13-Apr-16,Pandora brings delightful music into my life. I love Pandora. Always and forever.,1
7889,27-Feb-13,"The perfect application for listening to all types of music.
 It's great to be able to listen to the type of music that I enjoy and then give it to a child and they can listen to their.",1
17752,26-Jul-16,"I love Pandora! I haven't purchased it ,so I do get commercials, but they aren't long. Any song you can think of if at your fingertips!",1
14890,17-Sep-12,"It started out really good but then it took a turn for the worst, it crashed multipule times. It stops in the middle of my songs and then their are ads after every song and the last almost as long as the songs. total waste of time. ive gone to slacker now.",0
18756,3-Sep-13,I think pandora is great if you don't have any songs in your phone you can listen to any time you can think of it's great!,1
6125,15-Mar-16,Amazing,1
17659,25-Apr-14,"This is a free music station. You make custom stations and you put what kind of music you like for example if you like let it go from frozen you put that as add variety and it plays music it thinks you will like, like other disney songs. This is fun and prettty cool way to JAM it! woohoo!",1
2263,21-Jun-17,"Replaced it with Spotify, which I like much better.",0
19451,6-Jul-12,"this app is one of the best
 andif I could... id listen to it so often my ears will probably burst",1
300,11-Nov-14,"love it and it keeps my dog and kitties company when I am not here!
 
 I have had it for two years or so but just starting listening again. However, I wished there were just the albums for each individual-some artists end up on several lists.",1
11122,29-Dec-13,Super easy to use and a great way to hear new songs and artists you wouldn't normally be exposed to.,1
502,21-Aug-17,Listen to Southern gospel while cooking.,1
637,9-Aug-16,I love this cause its got good music and fun to pick out what you more or less like to hear.,1
16343,29-Jul-17,"Love the selections I can make.
 Sound quality is great for those moments when you just need some peaceful sounds to relax.",1
13775,13-Oct-14,goog app,1
7842,14-Sep-15,Must have download for any phone,1
16945,21-Aug-17,I love Pandora I will don't like the commercials how much would it cost to have Pandora a month,1
19004,10-May-13,Use it all the time!!! Better than any other Internet radio!! It has all the music I'm looking for and then some,1
